Sr. No.,Link to the order,IDENTIFICATION INDICATORS,1. Matter ID [Alphanumeric],"2. Appeal Number [Alphanumeric]

","3. Name of Company
[English, 99]

",4. Appellant(s) [English],"5. Lead Counsel(s) for Appellant(s)
[English, 99] 

",6. Respondent(s) [English],"7. Lead Counsel(s) for Respondent(s)
[English, 99] 

","8. Date of Last Hearing
[Numeric (DD-MM-YYYY format), 99]

","9. Date Order was Reserved 
[Numeric (DD-MM-YYYY format), 99, NA]

","10. Date of Order
[Numeric (DD-MM-YYYY format), 99]

","11. Date of Show Cause Notice
[Numeric (DD-MM-YYYY format), 99, NA] ","12. Date of Impugned Order(s)
[Numeric (DD-MM-YYYY format), 99]","13. Link to Impugned Order [URL]

",14. ERC from which appeal arises [Alphanumeric],TRIBUNAL COMPOSITION ,"15. Bench Strength
[Numeric, 99]

","16. Bench has Chairperson 
[Yes (1), No (0), 99] 

","17. Name of Chairperson
[English, NA]

","18. Bench has Judicial Member [Yes (1), No (0), 99] ","19. Name of Judicial Member
[English, NA]

","20. Bench has Technical Member [Yes (1), No (0), 99]","21. Name of Technical Member
[English, NA]

","22. Order Written by Chairperson
[Yes (1), No (0), 99, NA] 

","23. Order Written by Judicial Member
[Yes (1), No (0), 99, NA]

","24. Order Written by Technical Member
[Yes (1), No (0), 99, NA]

","25. Dissenting Opinion
[Yes (1), No (0), 99] 

","26. Dissenting Member
[English, NA]

",ENERGY SOURCE INDICATORS  ,"27. Energy Source was Solar
[Yes (1), No (0), 99]

","28. Energy Source was Wind
[Yes (1), No (0), 99]

","29. Energy Source was Oil
[Yes (1), No (0), 99]

","30. Energy Source was Biomass
[Yes (1), No (0), 99]

","31. Energy Source was Bagasse
[Yes (1), No (0), 99]

","32. Energy Source was Coal
[Yes (1), No (0), 99]

","33. Energy Source was Other 
[Yes (1), No (0), 99]

",PROJECT TYPE INDICATORS,"34. Project was State Entity [Yes (1), No (0), 99] ","35. Project was Power Generator selling to Private Parties [Yes (1), No (0), 99] ","36. Project was a Stand-Alone System
[Yes (1), No (0), 99]

","37. Project was a Captive Project
[Yes (1), No (0), 99]

","38. Project was an Electricity Trader
[Yes (1), 99, NA]

","39. Project was a Transmission Licensee 
[Yes (1), 99, NA]

","40. Project was a Sale-to-State Utility  [Yes (1), 99, NA]","41. Project was RTC Compliant [Yes (1), No (0), 99, NA]","42. Project was RPO Compliant [Yes (1), No (0), 99, NA]",PRAYERS AND ISSUES,"43. Appellant’s Prayers
[English, 99]

","44. Issues
[English, 99]

","45. Issue tariff related?
[Yes (1), No (0), 99]

","46. Dispute over the completion date or a delay in completion?
[Yes (1), No (0), 99]

","47. Issue regarding open access or wheeling and banking?
[Yes (1), No (0), 99]

","48. Issue on non-payment by the state entity?
[Yes (1), No (0), 99]

","49. Issue on exercise of regulatory powers by ERC?
[Yes (1), No (0), 99]

","50. Issue regarding purchase obligations of renewable energy?
[Yes (1), No (0), 99]

","51. Order
[English, 99]

",PRECEDENT,"52. Order cites prior APTEL Orders
[Yes (1), No (0)]

","53. Order cites prior ERC Orders
[Yes (1), No (0)]

",LEGISLATION/ REGULATION,"54. Electricity Act, 2003 invoked
[Yes (1), No (0)]

","55. Fees for Making Application for Grant of License Rules, 2004 invoked
[Yes (1), No (0)]

","56. National Electricity Plan Notification Rules, 2004 invoked
[Yes (1), No (0)]

","57. Means of Delivery of Notice, Order or Document Rules, 2004 invoked
[Yes (1), No (0)]

","58. Appellate Tribunal for Electricity (Procedure, Form, Fee and Record of Proceedings) Rules, 2007 invoked
[Yes (1), No (0)]

","59. Electricity Rules, 2005 invoked
[Yes (1), No (0)]

","60. Electricity (Rights of Consumers) Amendment Rules, 2021 invoked
[Yes (1), No (0)]

","61. Electricity (Late Payment Surcharge and Related Matters) Rules, 2022 invoked
[Yes (1), No (0)]

","62. Electricity (Promoting Renewable Energy Through Green Energy Open Access) Rules, 2022 invoked
[Yes (1), No (0)]

","63. Other Legislation, Rules, Regulations invoked [Alphanumeric]",INTERIM PROCEEDINGS,"64. Interim stay of the impugned order granted
[Yes (1), No (0), 99, NA]

","65. Interim stay was granted ex parte
[Yes (1), No (0), 99, NA]

","66. Deposit of penalty under S. 111 of Electricity Act dispensed with?
[Yes (1), No (0), NA]

","67. Why dispensed?
[English, NA]

",APPEAL WITHDRAWN/ REMANDED/ DISMISSED/ ALLOWED,"68. Appeal Withdrawn
[Yes (1), NA ]

","69. Filed Fresh Appeal
[Yes (1), NA]

","70. Delay in Filing Appeal
[Yes (1), NA] 

","71. Delay Condoned
[Yes (1), No (0), NA]

","72. Appeal Remanded
[Yes (1), No (0)]

","73. Procedural Ground 1 
[Descriptive, 99, NA] 

","74. Impugned Order Quashed
[Yes (1), No (0), 99, NA].

","75. Appeal Dismissed 
[Yes (1), No (0), 99]

","76. Appeal Partly Allowed
[Yes (1), No (0), 99] 
","77. Appeal Fully Allowed
[Yes (1), No (0), 99]

","78. Allowed because:
[English,99,NA]

",SANCTIONS,"79. Impugned Order involved  sanctions imposed by ERC
[Yes (1), No (0), 99]

","80. Part Penalty Amount Deposited for Appeal
[Figures in Indian numbering system, 99, NA]

","81. Sanctions Modified
[Yes (1), No (0), 99, NA] 
","82. Penalty Amount under ERC Order
[Figures in Indian numbering system, 99, NA]

","83. Modified Penalty Amount under APTEL Order
[Figures in Indian numbering system, 99, NA]

","84. Did the ERC revoke a party’s licence?
[Yes (1), No (0), 99, NA]

","85. Did the APTEL set aside the revocation of licence?
[Yes (1), No (0), 99, NA]

","86. Did the ERC impose terms and conditions under Section 19 without revoking a party’s licence?
[Yes (1), No (0), 99, NA]

","87. Did the ERC suspend a distribution licence?
[Yes (1), No (0), 99, NA]

","88. Did the APTEL set aside such suspension?
[Yes (1), No (0), 99, NA]

","89. Did the APTEL modify the conditions imposed on such party?
[Yes (1), No (0), 99, NA]

","90. Did the ERC require a licensee to sell their utility under Section 20?
[Yes (1), No (0), 99,NA]

","91. Did the APTEL set aside such sale?
[Yes (1), No (0), 99, NA]

",COSTS,"92. Costs Ordered
[Yes (1), No (0), 99] 

","93. Quantum of costs
[Figures in Indian numbering system, 99, NA]

","94. Costs Ordered on Appellant
[Yes (1), No (0), 99, NA]

","95. Costs Ordered on Respondent
[Yes (1), No (0), 99, NA]

",Remarks,Impugned Order Arose from Petition Type,Notes on Petition Types
38,,,,,,,,Tamil Nadu Electricity Regulatory Commission,Sethu Ramalingam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,99,99,99,,,
39,,,,73/2017,,Adani Green Energy (Tamil Nadu) Limited,Poonam Verma,,,,,,NA,20-10-2016,,TNERC,,,,,,,,,,,,,,,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,,,99,99,99,99,,NA,NA,NA,NA,1,"As per Regulation 20(6), a person aggrieved by any order of the designated officer in regard to the presentation of the petition may request the matter to be placed before the Secretary of the Commission for appropriate orders. We notice that the impugned file noting/order is signed by the Secretary himself and two other officers. Therefore, there is no question of the matter being placed again before the Secretary. As per Regulation 20(7), the Chairperson is entitled to call for the petition presented by the party and give such directions regarding the presentation and acceptance of the petition as considered appropriate.",99,0,0,0,"We have perused the relevant Regulations, quoted above. As per Regulation 20(6), a person aggrieved by any order of the designated officer in regard to the presentation of the petition may request the matter to be placed before the Secretary of the Commission for appropriate orders. We notice that the impugned file noting/order is signed by the Secretary himself and two other officers. Therefore, there is no question of the matter being placed again before the Secretary. As per Regulation 20(7), the Chairperson is entitled to call for the petition presented by the party and give such directions regarding the presentation and acceptance of the petition as considered appropriate.",,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,99,99,99,99,,,
40,,,,,,,,Tamil Nadu Electricity Regulatory Commission,Sethu Ramalingam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,99,99,99,,,
41,https://drive.google.com/file/d/1C0rknpATpmj_e9eYApWbqVEOt84s8Stw/view?usp=sharing,,,181/2013,,Raghu Rama Renewable Energy Limited,Rahul Balaji,,,99,99,11-07-2014,NA,04-06-2013,,TNERC,,2,0,NA,1,Justice Surendra Kumar,1,Rakesh Nath,NA,0,1,0,NA,,99,99,99,99,99,99,99,,0,1,99,99,99,99,99,99,99,,99,Whether the State Commission has erred in deciding that the Appellant was liable to pay compensation for short supply of the contracted energy to TANGEDCO ignoring the admitted fact that the payments against the invoice for supply were delayed by TANGEDCO resulting in financial crunch causing problem in procurement of requisite quantum of fuel? Whether the compensation for short supply in contracted energy should have been allowed by the State Commission despite the failure of reciprocal promise made in Energy Purchase Agreement regarding timely payment of dues and payment of interest for delay in payment by TANGEDCO? Whether compensation for short supply in contacted energy by the Appellant should not have been allowed in view of problem it was facing in procurement of fuel due to cash crunch caused by non-payment of dues and due to fuel quality problem caused by heavy rains?,0,0,0,1,0,0,"We feel that in the circumstances of the case, TANGEDCO is not entitled to claim compensation for short supply of power when it had failed to perform its own reciprocal promise and creating circumstances leading to non-fulfillment of obligation of maintaining contracted supply on the part of the Appellant.",,0,0,,1,0,0,0,0,0,0,0,0,0,,99,99,NA,NA,,NA,NA,NA,NA,0,NA,0,0,1,0,"Appellant in the EPA had promised to supply the contracted power to TANGEDCO which is in turn had promised to make payment for the same by the due date which was agreed to be within 30 days of receipt of invoice. Appellant despite non-payment of any money kept its promise and supplied the contracted power for four months from June to September 2011 by arranging own finances or taking loans. Several requests by the Appellant for payment elaborating financial difficulties in arranging fuel did not elicit  even a reply from TANGEDCO. When the payment was made belatedly by TANGEDCO at its own whims and fancy no surcharge for delayed payment was made. Payment for supplies made during the period November 2011 to March 2012 was made on 2.8.2012 well after the conclusion of the EPA, in lump sum after a delay of 4 to 9 months, after deducing the penalty for short supply without paying delayed payment surcharge. Even after the impugned order dated 4.6.2013 by the State Commission directing payment of interest for the delayed payment as per the EPA, the same has not been paid so far by TANGEDCO. The Appellant was also constrained in seeking termination of the contract as directions of the State Government u/s 11(1) to the generators in the State to supply to the State Grid were in vogue. We feel that in the circumstances of the case, TANGEDCO is not entitled to claim compensation for short supply of power when it had failed to perform its own reciprocal promise and creating circumstances leading to non-fulfillment of obligation of maintaining contracted supply on the part of the Appellant.",,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,,NA,
42,,,,,,,,Tamil Nadu Generation and Distribtution Corporation Limited,S Vallinayagam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
43,,,,,,,,"The Chief Engineer / PPP, TANGEDCO",S Vallinayagam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
44,,,,,,,,"The Superintending Engineer, TANGEDCO",S Vallinayagam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
45,,,,,,,,Tamil Nadu Electricity Regulatory Commission,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
46,https://drive.google.com/file/d/1DVW5QYm37YbMKyzr7ZaZreyNxGFFcPbL/view?usp=sharing,,,277/2013,,Tamil Nadu Power Producers Association,T Mohan,,,99,99,23-04-2013,NA,20-03-2013,,TNERC,,2,1,Justice Karpaga Vinayagam,0,NA,1,VJ Talwar,99,0,99,0,NA,,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,"In view of this objection, we do not find sufficient cause to condone the delay.",,0,0,,0,0,0,0,0,0,0,0,0,0,,99,99,NA,NA,,NA,NA,1,0,0,NA,0,1,0,0,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,99,99,99,99,"Due to delay, appeal dismissed. So it has not been remanded but there was a procedural ground.",NA,
47,,,,,,,,Tamil Nadu Generation and Distribtution Corporation Limited,S Vallinayagam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,99,99,99,,,
48,https://drive.google.com/file/d/1ANtvxSjyKJTaB-KUNB3XWYmFD2fo14W-/view?usp=sharing,,,112/2012,,Tamil Nadu Generation and Distribution Corporation Limited,S Vallinayagam,,,99,99,10-07-2013,NA,30-12-2011,,TNERC,,2,1,Justice Karpaga Vinayagam,0,NA,1,Rakesh Nath,1,NA,0,0,NA,,99,99,99,99,99,99,99,,0,99,0,99,NA,99,99,99,99,,99,"(a) Whether the Power Purchase Agreement entered into between the parties was required to be approved by the State Commission and if not approved, what is the effect thereof?
(b) Whether the State Commission shall merely adopt the tariff as per the PPA in accordance with Section 63 of the Act, 2003 or to decide the tariff u/s 62 of the Act, 2003?
(c) Whether the PPA could be said to be protected under Regulation 35 of the 2005 Regulations of the State Commission?
(d) Whether in the absence of any approved Power Purchase Agreement and in the absence of the State Commission’s Regulations, the State Commission could rely upon the Central Commission’s Regulations and determine the rights and obligations of the parties for Power Generation on continued, committed and firm basis and supplied to the Appellant Board?
(e) Whether the claim of the Generator with regard to the payment of fixed charges for the power supplied by the Generator to the Appellant in open cycle mode prior to the Commercial Date of Operation of the plant in combined cycle mode could be allowed by the State Commission treating the said power as firm power?.",1,0,0,0,0,0,"The amended PPA dated 25.8.2004 should have been placed before the State Commission by the Electricity Board for obtaining approval of the State Commission in terms of Section 86(i)(b) of the Electricity Act,2003. We do not accept the contention of the Appellant that the original PPA was entered into between the parties based on the tariff based competitive bidding process and therefore, the State Commission should have adopted the tariff under Section 63 of the Electricity Act,2003. The amended PPA dated 25.8.2004 is not protected under Regulations,2005. The State Commission has correctly relied upon the Central Commission’s Tariff Regulations in deciding the fixed and variable charges for the electricity supplied by the Gas Turbine Unit in open cycle mode. The Central Commission’s Regulations as well as the State Commission’s Regulations provide for Commercial Operation date for each of the gas Turbine Unit of the Combined Cycle Gas Turbine Operation and heat rates for open and closed cycle operation. The State Commission has correctly decided the fixed charges and variable charges for the energy supplied by the Generating Station to the Electricity Board in Open Cycle Operation.",,1,0,,1,0,0,0,0,0,0,0,0,0,,99,99,NA,NA,,NA,NA,NA,NA,0,NA,0,1,0,0,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,,NA,
49,,,,,,,,Penna Electricity Limited,R Muthu Kumaraswamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
50,,,,,,,,Tamil Nadu Electricity Regulatory Commission,R Muthu Kumaraswamy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
51,https://drive.google.com/file/d/1E8I20CQLSdMqaoI_4DeygfIsB64pVqVY/view?usp=sharing,,,197/2019,,National Solar Energy Federation of India ,Sanjay Sen,,,99,99,02-08-2021,NA,25-03-2019,,TNERC,,2,1,Justice Manjula Chellur,0,NA,1,Ravindra Kumar Verma,0,NA,1,0,NA,,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,99,,99,"(A) Whether TNERC failed to grant the prayers of the Appellant despite having casted a clear suspicion that backing down did not
arise for the purpose of ensuring grid security? (B) Whether the TNERC, having casted a suspicion on the Respondents, failed to undertake a fact finding exercise and thereby abdicated its statutory responsibility under section 86(1)(f) of the 2003 Act? (C) Whether the Respondents intentionally issued the backing down of solar power in an arbitrary manner solely for commercial reasons?  (D) Whether the member solar plants of the Appellant in the State of Tamil Nadu are entitled to receive deemed generation
compensation for the loss occurred to them due to breach of contract by TANGEDCO?  (E) Whether TNSLDC is liable to be penalized for the failure of its statutory functions and for misfeasance?",0,0,0,0,1,0,"The impugned order dated 25.03.2019 passed by the Tamil Nadu Electricity Regulatory Commission in Petition M.P. No. 16 of 2016 is set aside to the extent of denial of deemed generation charges / compensation for issuing backing down instructions to the Members of the Appellant’s Association for reasons other than the grid security and our findings and directions, stated supra.",,1,0,,1,0,0,0,0,0,0,0,0,"Indian Electricity Grid Code Regulations, 2010; TNERC (Terms and Conditions for Determination of Tariff) Regulations, 2005; Central Electricity Regulatory
Commission (Indian Electricity Grid Code) Regulations, 2010.",,99,99,NA,NA,,NA,NA,NA,NA,0,NA,NA,0,0,1,"The investments made in establishing solar projects, and the solar
tariffs so determined, was premised on Must Run status as contemplated
in the regulations framed under Act and the provisions in energy purchase
agreement. If must run status is not adhered to by the Respondent
TANGEDCO and SLDC in violation of law, the members of the Appellant
association would be deprived of recovery of legitimate tariff. As solar
power tariff is single part and it is predominantly fixed cost in nature,
unauthorised curtailment will ultimately result in solar generators failing to
repay their loans. If such actions are not penalised, the unauthorised
curtailment will go unabated jeopardising the whole objective and intent of
the Act.",,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,Appellants challenegd the applicablity of the order on the Solar sector,MP,
52,,,,,,,,Tamil Nadu Electricity Regulatory Commission,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
53,,,,,,,,Tamil Nadu Generation and Distribution Corporation Limited,R. Venkataramani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
54,,,,,,,,Tamil Nadu State Load Despatch Centre,R. Venkataramani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
55,,,,,,,,Tamil Nadu Transmission Corporation Limited,R. Venkataramani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
56,,,,,,,,Ministry of New and Renewable Energy,Dilip Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
57,https://drive.google.com/file/d/1CmBzy3SsDOtl3SN6SUsJ-17L6Y7eaCNL/view?usp=sharing,,,262/2016,,Chennai metro Rail Limited,M.G. Ramachandran,,,99,99,02-03-2020,NA,01-08-2016,,TNERC,,2,0,NA,1,Justice R.K. Gauba,1,Ravindra Kumar Verma,NA,1,0,0,NA,,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,"The impugned order to the extent thereby the request for special
category status was not immediately considered is set aside. The State
Commission is directed to consider the said request and determine
appropriate tariff in respect of CMRP in light of decision thus taken by
passing a fresh order. The matter to that extent is remitted.",,1,1,,1,0,0,0,0,0,0,0,0,0,,99,99,NA,NA,,NA,NA,NA,NA,1,99,0,0,1,0,"11. To put it simply, matters requiring such decisions as concern the
public at large, particularly the consumer whose interest is at the core of
the legislative scheme of the Electricity Act, cannot be put off indefinitely.
The call has to be taken expeditiously by the Commission on which the
legislation places the responsibility.

12. For the foregoing reasons, we would allow the appeal though with
a direction for remit.",,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,99,99,99,99,,MP,
58,,,,,,,,"Tamil Nadu Generation and Distribution
Corporation Limited",G. Umapathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,99,99,99,,,
59,,,,,,,,Tamil Nadu Electricity Regulatory Commission,G. Umapathy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,99,99,99,,,
60,https://drive.google.com/file/d/1D9SxYbs00FY1dlY5N2Q2OvlLl7PAnJ95/view?usp=sharing,,,170/2016,,Biomass Power Producers Association,Anand K. Ganesan,,,99,99,18-02-2020,NA,31-03-2016,,TNERC,,2,1,Justice Manjula Chellur,0,NA,1,S.D. Dubey,0,NA,1,0,NA,,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,99,,99,"(i) Incorrect process followed by the State Commission in passing the tariff order;
(ii) Determination of capital cost at Rs. 5.50 crores per MW;
(iii) Gross Calorific Value being fixed at 3200 Kcal / Kg;
(iv) Station Heat Rate determined at 3840 Kcal / Kwh;
(v) Operation and Maintenance Expenses @ 4.5% of the Capital cost;",1,0,0,0,1,0,"In the light of the above, we are of the considered view that the issues
raised in the instant Appeal No. 170 of 2016 have merit and hence the
Appeal is allowed.
The impugned order dated 31.03.2016 passed by the TNERC in P. No.
5 of 2016 is hereby set aside to the extent challenged in the Appeal.
The State Commission is directed to pass an appropriate order in view
of our findings and directions given in para 9 above, as expeditiously as
possible, within a period of three months from the date of receipt of a
copy of this Judgment/Order.",,1,0,,1,0,0,0,0,0,0,0,0,0,,99,99,NA,NA,,NA,NA,NA,NA,1,"In view of the deliberations and our findings given in the above- mentioned paras, we are of the considered opinion that while the methodology for deciding various parameters associated with the biomass power plants such as Capital Cost, GCV, SHR, O&M Expenses etc., are in resonance with the methodology of the Central Commission, however, the data and its analysis recommended by a Committee has not at all been considered by the State Commission. Further, the State Commission has also ignored the findings of this Tribunal in its previous Judgment as far as GCV and SHR are concerned. All these facts clubbed together have resulted in determination of various parameters by the State Commission as inadequate and hence, the same are to be looked into afresh by the State Commission in view of our analysis and findings stated supra.",0,0,0,1,"In view of these facts, we opine that for FY 2015-16, the State
Commission ought to have decided the O&M Expenses in the range of
same as fixed by the Central Commission, if not allowing the exact
figure. Accordingly, the State Commission is required to analyse the
same afresh and decide the O&M Expenses considering the figures
decided by the Central Commission stated above.",,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,,NA,
61,,,,,,,,Tamil Nadu Electricity Regulatory Commission,Sethu Ramalingam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
62,,,,,,,,"Tamil Nadu Generation and
Distribution Corporation Limited.",S. Vallinayagam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
63,https://drive.google.com/file/d/1ASgBJYmaMDcd5mjABErRNgwLJBuioSTP/view?usp=sharing,,,120/2016,,Kamachi Sponge & Power Corporation Limited,N L Rajah,,,99,99,08-05-2017,NA,23-02-2016,,TNERC,,2,1,Justice Ranjana P. Desai,0,NA,1,I.J. Kapoor,0,NA,1,0,NA,,99,99,99,99,99,99,99,,99,99,99,1,99,99,1,99,99,,99,"a) The Impugned Order passed by the State Commission is in violation of natural principle of justice. It failed to consider that the Appellant was granted connectivity and the Respondent No. 1 had knowingly accepted the power pumped into the grid during the period under dispute by the Appellant. b) The Respondent No. 1 had utilised the pumped energy gainfully & has made profit out of it and subsequently terming the same unauthorised and illegal. The Respondent No. 1 has also contended that if the contentions of the Appellant are accepted then they will have to accept nine more similar claims. c) The State Commission failed to consider that the judgement of this Tribunal in Appeal No. 170 of 2012 is very much applicable in the instant case. The State Commission rejected it on wrong grounds stating that the coal based plants are different from the wind mill. d) The State Commission also failed to notice that vide letter dated 7.10.2011 the Appellant informed the Respondent No.1 that they can reach full load of capacity and can declare COD by 31.10.2011.
The Respondent No. 1 has also replied to this letter vide their letter dated 21.10.2011. Hence, the Respondent No. 1 was fully aware of the pumping of power in the grid by the Appellant. Accordingly, this Tribunal’s judgement in Appeal No. 170 of 2012 is applicable and the judgement of this Tribunal in Appeal No. 123 of 2010 is not applicable. e) The State Commission also failed to understand that there was no impact on safe and economic operation in the instant case. The State Commission also failed to categorise the claim of the
Appellant. The Appellant had requested the Respondent No. 1 to purchase the surplus power pumped into grid at infirm power rate which has been dealt in CGP Order of the State Commission. This order also specifies the infirm rate. The Appellant inadvertently interpreted the requirement of reaching full load capacity before declaration of COD which is actually applicable to SPV and IPP units and not on CGP’s. The Appellant could have declared COD at an earlier date without even pumping surplus power to the grid. f) The State Commission on various earlier occasions has held that the infirm power generated till COD has to be absorbed by the licensee and payment is to made under UI mechanism. ",0,0,0,1,0,0,We are of the considered opinion that the issues raised in the present appeal and IA have no merit as discussed above. The Appeal and I.A. are hereby dismissed. The Impugned Order passed by the State Commission is hereby upheld.,,1,0,,1,0,0,0,0,0,0,0,0,0,,99,99,NA,NA,,NA,NA,NA,NA,0,NA,NA,1,0,0,NA,,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0,NA,NA,NA,,PPAP,
64,,,,,,,,Tamil Nadu Generation and Distribution Corporation Limited,S Vallinayagam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
65,,,,,,,,Tamil Nadu Electricity Regulatory Commission,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,,,
